freq,correction_raw_db,correction_smoothed_db
6587.352435,-0.100000,-0.112438
6631.903423,-0.100000,-0.107773
6676.755714,-0.100000,-0.103088
6721.911346,-0.100000,-0.098297
6767.372370,-0.100000,-0.093448
6813.140852,-0.100000,-0.088293
6859.218872,-0.100000,-0.083039
6905.608522,-0.100000,-0.077246
6952.311910,-0.100000,-0.071316
6999.331159,-0.100000,-0.064621
7046.668404,-0.100000,-0.057756
7094.325796,-0.100000,-0.049929
7142.305500,-0.092571,-0.041904
7190.609696,-0.042620,-0.032750
7239.240579,0.000000,-0.023375
7288.200358,0.000000,-0.012719
7337.491257,0.000000,-0.001820
7387.115516,0.000000,0.010510
7437.075389,0.000000,0.023104
7487.373146,0.000000,0.037283
7538.011073,0.000000,0.051746
7588.991469,0.000000,0.067943
7640.316652,0.006940,0.084437
7691.988952,0.056891,0.102782
7744.010718,0.100000,0.121430
7796.384312,0.100000,0.141991
7849.112115,0.106745,0.162848
7902.196522,0.156696,0.185601
7955.639945,0.200000,0.208629
8009.444811,0.200000,0.233444
8063.613566,0.206549,0.258499
8118.148669,0.256500,0.285140
8173.052600,0.300000,0.311975
8228.327852,0.300000,0.340117
8283.976937,0.306354,0.368403
8340.002382,0.356305,0.397670
8396.406734,0.406256,0.427030
8453.192554,0.456207,0.457043
8510.362424,0.506158,0.487106
8567.918939,0.556109,0.517537
8625.864715,0.600000,0.547992
8684.202385,0.600000,0.578617
8742.934599,0.605963,0.609255
8802.064026,0.655914,0.639985
8861.593351,0.700000,0.670733
8921.525280,0.700000,0.701614
8981.862535,0.705767,0.732530
9042.607857,0.755718,0.763710
9103.764007,0.800000,0.794948
9165.333762,0.800000,0.826635
9227.319920,0.805572,0.858402
9289.725298,0.855523,0.890802
9352.552730,0.905474,0.923299
9415.805071,0.955425,0.956573
9479.485194,1.000000,0.989951
9543.595993,1.000000,1.024182
9608.140381,1.005279,1.058515
9673.121289,1.055230,1.093703
9738.541670,1.105181,1.128982
9804.404496,1.155132,1.165048
9870.712760,1.205083,1.201188
9937.469474,1.255034,1.237986
10004.677671,1.300000,1.274838
10072.340405,1.300000,1.312178
10140.460749,1.304888,1.349551
10209.041798,1.354839,1.387217
10278.086668,1.404790,1.424893
10347.598497,1.454741,1.462668
10417.580441,1.504692,1.500435
10488.035681,1.554643,1.538122
10558.967418,1.604594,1.575788
10630.378874,1.654545,1.613234
10702.273293,1.700000,1.650650
10774.653942,1.700000,1.687757
10847.524110,1.704399,1.724830
10920.887106,1.754350,1.761549
10994.746265,1.804301,1.798235
11069.104941,1.854252,1.834553
11143.966512,1.900000,1.870837
11219.334381,1.900000,1.906748
11295.211971,1.904106,1.942623
11371.602730,1.954057,1.978105
11448.510128,2.004008,2.013548
11525.937658,2.053959,2.048549
11603.888840,2.103910,2.083508
11682.367214,2.153861,2.117955
11761.376346,2.200000,2.152354
11840.919826,2.200000,2.186164
11921.001266,2.203715,2.219922
12001.624306,2.253666,2.253028
12082.792609,2.303617,2.286080
12164.509862,2.353568,2.318442
12246.779778,2.400000,2.350751
12329.606094,2.400000,2.382362
12412.992573,2.403421,2.413923
12496.943005,2.453372,2.444802
12581.461202,2.500000,2.475635
12666.551005,2.500000,2.505807
12752.216280,2.503226,2.535936
12838.460919,2.553177,2.565422
12925.288840,2.603128,2.594865
13012.703987,2.653079,2.623670
13100.710333,2.700000,2.652433
13189.311875,2.700000,2.680553
13278.512639,2.702933,2.708631
13368.316678,2.752884,2.736057
13458.728071,2.800000,2.763443
13549.750926,2.800000,2.790170
13641.389379,2.802737,2.816857
13733.647593,2.852688,2.842881
13826.529760,2.900000,2.868869
13920.040098,2.900000,2.894193
14014.182857,2.902542,2.919481
14108.962315,2.952493,2.944107
14204.382776,3.000000,2.968698
14300.448576,3.000000,2.992620
14397.164079,3.002346,3.016509
14494.533680,3.052297,3.039723
14592.561803,3.100000,3.062905
14691.252900,3.100000,3.085403
14790.611457,3.102151,3.107870
14890.641986,3.152102,3.129642
14991.349032,3.200000,3.151384
15092.737171,3.200000,3.172405
15194.811010,3.200000,3.193396
15297.575185,3.200000,3.213617
15401.034365,3.201857,3.233804
15505.193251,3.251808,3.253131
15610.056575,3.300000,3.272421
15715.629101,3.300000,3.290703
15821.915626,3.301662,3.308944
15928.920979,3.351613,3.325983
16036.650020,3.400000,3.342976
16145.107644,3.400000,3.358541
16254.298780,3.400000,3.374056
16364.228387,3.400000,3.387920
16474.901460,3.401369,3.401733
16586.323027,3.451320,3.413718
16698.498150,3.500000,3.425652
16811.431927,3.500000,3.435660
16925.129486,3.500000,3.445622
17039.595995,3.500000,3.453664
17154.836653,3.500000,3.461666
17270.856697,3.500000,3.467861
17387.661397,3.500000,3.474025
17505.256060,3.500000,3.478589
17623.646028,3.500000,3.483128
17742.836681,3.500000,3.486332
17862.833433,3.500000,3.489519
17983.641737,3.500000,3.491659
18105.267080,3.500000,3.493788
18227.714989,3.500000,3.495145
18350.991026,3.500000,3.496494
18475.100793,3.500000,3.497309
18600.049928,3.500000,3.498120
18725.844107,3.500000,3.498583
18852.489047,3.500000,3.499044
18979.990500,3.500000,3.499293
19108.354259,3.500000,3.499541
19237.586157,3.500000,3.499667
19367.692064,3.500000,3.499793
19498.677891,3.500000,3.499851
19630.549591,3.500000,3.499909
19763.313153,3.500000,3.499931
19896.974609,3.500000,3.499954
